taxon_id,geography,date
LBDS001tDs02,Lubumbashi,2002
LBDS072tCs02,Lubumbashi,2002
LBDS078tCs02,Lubumbashi,2002
LBFE012tDs02,Lubumbashi,2002
LBFE025tAs02,Lubumbashi,2002
LBFE069tCs02,Lubumbashi,2002
LBFE106tCs02,Lubumbashi,2002
LBFE184tAs02,Lubumbashi,2002
LBIST016tCs02,Lubumbashi,2002
LBIST021tCs02,Lubumbashi,2002
LBIST037tCs02,Lubumbashi,2002
LBIST043tCs02,Lubumbashi,2002
LBIST051tGs02,Lubumbashi,2002
LBIST052tGs02,Lubumbashi,2002
LBR024tCPXs02,Lubumbashi,2002
LBR025tCs02,Lubumbashi,2002
LBR032tDs02,Lubumbashi,2002
LBR060t13s02,Lubumbashi,2002
LBR061tAs02,Lubumbashi,2002
LBR074tCs02,Lubumbashi,2002
LBR075tCs02,Lubumbashi,2002
LBS002tJs02,Lubumbashi,2002
LBS004tCs02,Lubumbashi,2002
LBS010tGs02,Lubumbashi,2002
LBS012t05s02,Lubumbashi,2002
LBS017tCs02,Lubumbashi,2002
LBS018tAs02,Lubumbashi,2002
LBS019tCs02,Lubumbashi,2002
LBS022tGs02,Lubumbashi,2002
LBS023tAs02,Lubumbashi,2002
LBS024tAs02,Lubumbashi,2002
LBS029tCs02,Lubumbashi,2002
LBS031tAs02,Lubumbashi,2002
LBS033tAs02,Lubumbashi,2002
LBS035tGs02,Lubumbashi,2002
LBS036tCs02,Lubumbashi,2002
LBS038tDs02,Lubumbashi,2002
LBS042tCs02,Lubumbashi,2002
LBS043tUs02,Lubumbashi,2002
LBS044tUs02,Lubumbashi,2002
LBS045tCs02,Lubumbashi,2002
LBS048tCs02,Lubumbashi,2002
LBS049tCs02,Lubumbashi,2002
LBS050tAs02,Lubumbashi,2002
LBS051tAs02,Lubumbashi,2002
LBS053tCs02,Lubumbashi,2002
LBS054tCs02,Lubumbashi,2002
LBS055tCs02,Lubumbashi,2002
LBTB011tCs02,Lubumbashi,2002
LBTB013tAs02,Lubumbashi,2002
LBTB018t05s02,Lubumbashi,2002
LBTB019tCs02,Lubumbashi,2002
LBTB021tCs02,Lubumbashi,2002
LBTB027tCs02,Lubumbashi,2002
LBTB028tCs02,Lubumbashi,2002
LBTB031tHs02,Lubumbashi,2002
LBTB032tUs02,Lubumbashi,2002
LBTB037t01s02,Lubumbashi,2002
LBTB038tCs02,Lubumbashi,2002
LBTB039tUs02,Lubumbashi,2002
LBTB040tCs02,Lubumbashi,2002
LBTB043tAs02,Lubumbashi,2002
LBTB045tAs02,Lubumbashi,2002
LBTB046tCs02,Lubumbashi,2002
LBTB051tCs02,Lubumbashi,2002
LBTB052tCs02,Lubumbashi,2002
LBTB062tCs02,Lubumbashi,2002
LBTB064tCs02,Lubumbashi,2002
LBTB072tCs02,Lubumbashi,2002
LBTB073tAs02,Lubumbashi,2002
LBTB084tUs02,Lubumbashi,2002
LBTB087tCs02,Lubumbashi,2002
LBTB094t05s02,Lubumbashi,2002
LBTB095tGs02,Lubumbashi,2002
LBTB102tCs02,Lubumbashi,2002
LBTB106tAs02,Lubumbashi,2002
MBFE015tDs02,MbuyiMayi,2002
MBFE038tAs02,MbuyiMayi,2002
MBFE073tAs02,MbuyiMayi,2002
MBFE101tAs02,MbuyiMayi,2002
MBFE117tCs02,MbuyiMayi,2002
MBFE118tAs02,MbuyiMayi,2002
MBFE131tAs02,MbuyiMayi,2002
MBFE161tAs02,MbuyiMayi,2002
MBFE190tAs97,MbuyiMayi,1997
MBFE191tAs97,MbuyiMayi,1997
MBFE194tAs02,MbuyiMayi,2002
MBFE243tAs02,MbuyiMayi,2002
MBFE252tDs02,MbuyiMayi,2002
MBFE311tJs02,MbuyiMayi,2002
MBS23tAs97,MbuyiMayi,1997
MBS77t02s97,MbuyiMayi,1997
MBTB011tCs02,MbuyiMayi,2002
MBTB012tAs02,MbuyiMayi,2002
MBTB013tAs02,MbuyiMayi,2002
MBTB019tUs02,MbuyiMayi,2002
MBTB022t02s02,MbuyiMayi,2002
MBTB023tGs02,MbuyiMayi,2002
MBTB030tAs02,MbuyiMayi,2002
MBTB037tCs02,MbuyiMayi,2002
MBTB041tCs02,MbuyiMayi,2002
MBTB044tAs02,MbuyiMayi,2002
MBTB047tUs02,MbuyiMayi,2002
MBTB052tAs02,MbuyiMayi,2002
MBTB054tAs02,MbuyiMayi,2002
MBTB079tAs02,MbuyiMayi,2002
MBTB082tAs02,MbuyiMayi,2002
MBTB083tAs02,MbuyiMayi,2002
MBTB085tAs02,MbuyiMayi,2002
MBTB088tAs02,MbuyiMayi,2002
MBTB090tJs02,MbuyiMayi,2002
MBTB098tCs02,MbuyiMayi,2002
MBTB108tAs02,MbuyiMayi,2002
MBTB115tDs02,MbuyiMayi,2002
MBTB116tCs02,MbuyiMayi,2002
MBTB117tAs02,MbuyiMayi,2002
MBTB127tCs02,MbuyiMayi,2002
MBTB138tJs02,MbuyiMayi,2002
MBTB140tAs02,MbuyiMayi,2002
MBTB148tHs02,MbuyiMayi,2002
MBTB151tAs02,MbuyiMayi,2002
MBTB152tDs02,MbuyiMayi,2002
MBTB157tAs02,MbuyiMayi,2002
MBTB159tAs02,MbuyiMayi,2002
MBTB43tAs97,MbuyiMayi,1997
KITACD002s00,Likasi,2000
KITACD209s01,Likasi,2001
KITACD014s00,Likasi,2000
KITACD114s01,Likasi,2001
KITACD007s00,Likasi,2000
KITACD020s00,Likasi,2000
KITACD012s00,Likasi,2000
KITACD111s01,Likasi,2001
KITACD106s01,Likasi,2001
KITACD005s00,Likasi,2000
KITACD004s00,Likasi,2000
KITACD019s00,Likasi,2000
KITACD016s00,Likasi,2000
KITACD123s01,Likasi,2001
KITACD101s01,Likasi,2001
KITACD208s01,Likasi,2001
KITACD113s01,Likasi,2001
KITACD003s00,Likasi,2000
KITACD210s01,Likasi,2001
KITACD015s00,Likasi,2000
KITACD122s01,Likasi,2001
KITACD129s01,Likasi,2001
KITACD009s00,Likasi,2000
KITACD107s01,Likasi,2001
CgARV04s03.5,Brazzaville,2003.5
CgARV101s03.5,Brazzaville,2003.5
CgARV109s03.5,Brazzaville,2003.5
CgARV111s03.5,Brazzaville,2003.5
CgARV112s03.5,Brazzaville,2003.5
CgARV115s03.5,Brazzaville,2003.5
CgARV116s03.5,Brazzaville,2003.5
CgARV117s03.5,Brazzaville,2003.5
CgARV138s03.5,Brazzaville,2003.5
CgARV140s03.5,Brazzaville,2003.5
CgARV41s03.5,Brazzaville,2003.5
CgARV47s03.5,Brazzaville,2003.5
CgARV48s03.5,Brazzaville,2003.5
CgARV52s03.5,Brazzaville,2003.5
CgARV53s03.5,Brazzaville,2003.5
CgARV55Es03.5,Brazzaville,2003.5
CgARV60s03.5,Brazzaville,2003.5
CgARV67s03.5,Brazzaville,2003.5
CgARV75s03.5,Brazzaville,2003.5
CgARV76s03.5,Brazzaville,2003.5
CgARV93s03.5,Brazzaville,2003.5
CgARV94s03.5,Brazzaville,2003.5
CgAS20s03.5,Brazzaville,2003.5
CgAS23s03.5,Brazzaville,2003.5
CgCHU01s03.5,Brazzaville,2003.5
CgCHU02s03.5,Brazzaville,2003.5
CgCHU04s03.5,Brazzaville,2003.5
CgCHU05s03.5,Brazzaville,2003.5
CgCHU06s03.5,Brazzaville,2003.5
CgCHU07s03.5,Brazzaville,2003.5
CgCHU08s03.5,Brazzaville,2003.5
CgCHU09s03.5,Brazzaville,2003.5
CgCHU10s03.5,Brazzaville,2003.5
CgCHU11s03.5,Brazzaville,2003.5
CgCHU12s03.5,Brazzaville,2003.5
CgCHU13s03.5,Brazzaville,2003.5
CgCHU14s03.5,Brazzaville,2003.5
CgCHU15s03.5,Brazzaville,2003.5
CgCHU17s03.5,Brazzaville,2003.5
CgCHU18s03.5,Brazzaville,2003.5
CgCHU19s03.5,Brazzaville,2003.5
CgCHU27s03.5,Brazzaville,2003.5
CgCHU29s03.5,Brazzaville,2003.5
CgCHU30s03.5,Brazzaville,2003.5
CgCHU31s03.5,Brazzaville,2003.5
CgCHU33s03.5,Brazzaville,2003.5
CgCHU35s03.5,Brazzaville,2003.5
CgCHU37s03.5,Brazzaville,2003.5
CgCHU38s03.5,Brazzaville,2003.5
CgCHU43s03.5,Brazzaville,2003.5
CgCHU45s03.5,Brazzaville,2003.5
CgCHU46s03.5,Brazzaville,2003.5
CgCHU47s03.5,Brazzaville,2003.5
CgCHU48s03.5,Brazzaville,2003.5
CgCHU50s03.5,Brazzaville,2003.5
